genomes,Total_COGs
Pseudomonas_chlororaphis_subsp_aurantiaca_PCM_2210_7542,1419
Pseudomonas_chlororaphis_subsp_aurantiaca_Q16_7543,1420
Pseudomonas_chlororaphis_subsp_aureofaciens_30-84_479,1416
Pseudomonas_chlororaphis_subsp_aureofaciens_66_7546,1436
Pseudomonas_chlororaphis_subsp_aureofaciens_C50_7545,1432
Pseudomonas_chlororaphis_subsp_aureofaciens_ChPhzTR18_7555,1445
Pseudomonas_chlororaphis_subsp_aureofaciens_ChPhzTR36_7552,1432
Pseudomonas_chlororaphis_subsp_aureofaciens_ChPhzTR38_7557,1445
Pseudomonas_chlororaphis_subsp_aureofaciens_ChPhzTR39_7554,1456
Pseudomonas_chlororaphis_subsp_aureofaciens_P2_7544,1442
Pseudomonas_chlororaphis_subsp_chlororaphis_GP72_377,1424
Pseudomonas_chlororaphis_subsp_piscium_ChPhzTR44_7534,1429
Pseudomonas_chlororaphis_subsp_piscium_DTR133_7529,1432
Pseudomonas_chlororaphis_subsp_piscium_PCL1391_7530,1428
Pseudomonas_chlororaphis_subsp_piscium_PCL1607_7531,1429
Pseudomonas_chlororaphis_subsp_piscium_ToZa7_7535,1435
Pseudomonas_chlororaphis_TAMOak81_7536,1422
Pseudomonas_chlororaphis_YL-1,1430
Pseudomonas_chlororaphis_ZJU60_6778,1432
Pseudomonas_citronellolis_P3B5,1425
Pseudomonas_congelans_DM2.1.12.02A,1359
Pseudomonas_congelans_LMG_21466,1356
Pseudomonas_congelans_LP205a,1340
Pseudomonas_congelans_ME812.2b,1347
Pseudomonas_congelans_NL.P123,1354
Pseudomonas_congelans_RMX815.1a,1351
Pseudomonas_coronafaciens_pv_atropurpurea_ICMP4457_3668,1341
Pseudomonas_coronafaciens_pv_garcae_ICMP4323_3667,1332
Pseudomonas_coronafaciens_pv_oryzae_ICMP9088_3669,1329
Pseudomonas_coronafaciens_pv_porri_ICMP8961_3670,1337
Pseudomonas_coronafaciens_pv_zizaniae_ICMP8921_3671,1337
Pseudomonas_corrugata_CFBP5403,1384
Pseudomonas_corrugata_CFBP_5454,1380
Pseudomonas_corrugata_CFBP5454,1380
Pseudomonas_corrugata_DSM_7228,1376
Pseudomonas_corrugata_NCPPB2445,1372
Pseudomonas_corrugata_RM1-1-4_4028,1378
Pseudomonas_corrugata_TEIC1148,1383
Pseudomonas_ficuserectae_ICMP7848_6209,1356
Pseudomonas_floridensis_GEV388,1374
Pseudomonas_fluorescens_513,1381
Pseudomonas_fluorescens_A3422A_5090,1384
Pseudomonas_fluorescens_A506,1390
Pseudomonas_fluorescens_AG1429,1393
Pseudomonas_fluorescens_AH4_5631,1403
Pseudomonas_fluorescens_AHK-1_6489,1411
Pseudomonas_fluorescens_BRIP34879,1351
Pseudomonas_fluorescens_BRZ63_9415,1384
Pseudomonas_fluorescens_BW11P2_4035,1390
Pseudomonas_fluorescens_CFBP_13502_9423,1402
Pseudomonas_fluorescens_CFBP13510_9419,1384
Pseudomonas_fluorescens_CFBP13514_9420,1385
Pseudomonas_fluorescens_CFBP13517_9418,1382
Pseudomonas_fluorescens_CH229_5764,1379
Pseudomonas_fluorescens_CH267_6426,1392
Pseudomonas_fluorescens_E24_5731,1404
Pseudomonas_fluorescens_EK007-RG4_5147,1376
Pseudomonas_fluorescens_F113,1403
Pseudomonas_fluorescens_FR1_6108,1403
Pseudomonas_fluorescens_G2Y_5675,1386
Pseudomonas_fluorescens_L111,1408
Pseudomonas_fluorescens_L228,1394
Pseudomonas_fluorescens_L321,1415
Pseudomonas_fluorescens_LBUM677_9416,1385
Pseudomonas_fluorescens_LMG_5329,1412
Pseudomonas_fluorescens_LY3_6771,1380
Pseudomonas_fluorescens_MS82_6261,1386
Pseudomonas_fluorescens_N214_9414,1381
Pseudomonas_fluorescens_NEP1_6338,1393
Pseudomonas_fluorescens_PF5,1408
Pseudomonas_fluorescens_PfR_37_7059,1378
Pseudomonas_fluorescens_PICF7,1390
Pseudomonas_fluorescens_Ps006,1391
Pseudomonas_fluorescens_Pt14,1382
Pseudomonas_fluorescens_Q2-87,1391
Pseudomonas_fluorescens_Q8r1-96,1388
Pseudomonas_fluorescens_SS101,1384
Pseudomonas_fluorescens_TDH40_5215,1385
Pseudomonas_fluorescens_TDH5_5239,1371
Pseudomonas_fluorescens_TR3,1379
Pseudomonas_fluorescens_Wayne1,1388
Pseudomonas_fulva_DSM_17717,1288
Pseudomonas_fuscovaginae_IRRI_6609_3683,1416
Pseudomonas_fuscovaginae_SE-1,1370
Pseudomonas_fuscovaginae_UPB0736,1367
Pseudomonas_graminis_LMG_21661,1346
Pseudomonas_graminis_WP_8,1347
Pseudomonas_indica_PIC105_6556,1376
Pseudomonas_jessenii_E2333,1385
Pseudomonas_kairouanensis_KC12_9492,1401
Pseudomonas_kilonensis_P12,1381
Pseudomonas_koreensis_3286,1389
Pseudomonas_koreensis_CFBP13504_9437,1410
Pseudomonas_koreensis_CI12_4983,1400
Pseudomonas_koreensis_CRS05-R5,1392
Pseudomonas_koreensis_IMBL1_5091,1402
Pseudomonas_koreensis_P19E3,1392
Pseudomonas_koreensis_WW6,1400
Pseudomonas_lutea_DSM_17257_2436,1343
Pseudomonas_mediterranea_CFBP5404,1364
Pseudomonas_mediterranea_CFBP5444,1361
Pseudomonas_mediterranea_CFBP_5447,1365
Pseudomonas_mediterranea_DSM_16733,1369
Pseudomonas_mediterranea_TEIC1022,1362
Pseudomonas_mediterranea_TEIC1105,1363
Pseudomonas_meliae_ICMP6289_6691,1333
Pseudomonas_mendocina_S5.2,1362
Pseudomonas_moraviensis_TYU5_6635,1391
Pseudomonas_moraviensis_TYU6,1387
Pseudomonas_moraviensis_UCD-KL30_5630,1406
Pseudomonas_mosselii_BS011,1361
Pseudomonas_mosselii_BW11M1_4048,1358
Pseudomonas_mosselii_PtA1,1359
Pseudomonas_nabeulensis_E10B_7580,1404
Pseudomonas_oleovorans_AG1002,1359
Pseudomonas_oleovorans_E1205,1342
Pseudomonas_oleovorans_MOIL14HWK12,1362
Pseudomonas_orientalis_133NRW_11575,1371
Pseudomonas_orientalis_16NI_11576,1359
Pseudomonas_orientalis_8B_11574,1374
Pseudomonas_orientalis_CDVBN20,1368
Pseudomonas_orientalis_F9,1366
Pseudomonas_orientalis_L1-3-08_11571,1383
Pseudomonas_orientalis_R2-66-08W_11572,1370
Pseudomonas_orientalis_R4-35-08_11573,1370
Pseudomonas_parafulva_20a,1377
Pseudomonas_parafulva_NBRC_16636___DSM_17004_3000,1294
Pseudomonas_poae_DSM_14936,1349
Pseudomonas_protegens_11_6763,1399
Pseudomonas_protegens_3295,1414
Pseudomonas_protegens_4_7020,1418
Pseudomonas_protegens_AS15_6240,1401
Pseudomonas_protegens_BNJ-SS-45_6851,1409
Pseudomonas_protegens_CHA0,1413
Pseudomonas_protegens_FD6_7127,1405
Pseudomonas_protegens_FDAARGOS_307,1410
Pseudomonas_protegens_H1F10C,1409
Pseudomonas_protegens_PA11_5312,1422
Pseudomonas_protegens_PA12_4052,1423
Pseudomonas_protegens_PA14_5730,1419
Pseudomonas_protegens_PA19_5536,1421
Pseudomonas_protegens_PA25_5449,1420
Pseudomonas_protegens_PA26_4053,1421
Pseudomonas_protegens_PF,1409
Pseudomonas_protegens_XY2F4_11379,1404
Pseudomonas_psychrotolerans_SDS18_5258,1367
Pseudomonas_punonensis_D1-6_5636,1293
Pseudomonas_putida_1290_11534,1384
Pseudomonas_putida_A514_7371,1319
Pseudomonas_putida_AA7,1366
Pseudomonas_putida_E41_6959,1373
Pseudomonas_putida_E46_5809,1370
Pseudomonas_putida_GM4FR_5285,1388
Pseudomonas_putida_IAC-RBcr5_4065,1364
Pseudomonas_putida_INSali382_4060,1371
Pseudomonas_putida_JBC17_6779,1399
Pseudomonas_putida_LD6_11523,1362
Pseudomonas_putida_LF54,1342
Pseudomonas_putida_MTCC_5279,1326
Pseudomonas_putida_NFIX47,1398
Pseudomonas_putida_PCL1760,1371
Pseudomonas_putida_PD1,1383
Pseudomonas_putida_S610,1267
Pseudomonas_putida_Simmons01,1371
Pseudomonas_rhizosphaerae_DSM_16299_3023,1293
Pseudomonas_savastanoi_2411_5819,1370
Pseudomonas_savastanoi_CECT_4861_6810,1364
Pseudomonas_savastanoi_ESC_23_7062,1364
Pseudomonas_savastanoi_ICMP16945_5776,1357
Pseudomonas_savastanoi_NCPPB_1006_7003,1363
Pseudomonas_savastanoi_Ph3_6096,1379
Pseudomonas_savastanoi_pv._fraxini_CFBP_5062,1366
Pseudomonas_savastanoi_pv_fraxini_ICMP7711_3731,1366
Pseudomonas_savastanoi_pv_glycinea_B076_310,1365
Pseudomonas_savastanoi_pv_glycinea_ICMP2189_3727,1357
Pseudomonas_savastanoi_pv._nerii_CFBP_5067,1366
Pseudomonas_savastanoi_pv_nerii_ICMP16943_3728,1368
Pseudomonas_savastanoi_pv_phaseolicola_1644R_3025,1350
Pseudomonas_savastanoi_pv_phaseolicola_ICMP2740_3729,1369
Pseudomonas_savastanoi_pv_phaseolicola_NPS3121_3723,1368
Pseudomonas_savastanoi_pv_savastanoi_ICMP4352_3730,1375
Pseudomonas_simiae_WCS417,1389
Pseudomonas_sp._113MF,1395
Pseudomonas_sp_11K1_7725,1392
Pseudomonas_sp._1766,1342
Pseudomonas_sp_2588-5_6226,1395
Pseudomonas_sp_2822-15_7197,1399
Pseudomonas_sp_2822-17_6806,1377
Pseudomonas_sp_2995-1_5965,1367
Pseudomonas_sp_2995-3_7103,1415
Pseudomonas_sp_382_6675,1356
Pseudomonas_sp._395MF,1399
Pseudomonas_sp._397MF,1400
Pseudomonas_sp._424,1373
Pseudomonas_sp_43NM1_6961,1371
Pseudomonas_sp._443,1378
Pseudomonas_sp._478,1393
Pseudomonas_sp._655,1420
Pseudomonas_sp_770NI_7658,1386
Pseudomonas_sp_91RF_11344,1392
Pseudomonas_sp_AD21_5911,1392
Pseudomonas_sp_AF76_7572,1370
Pseudomonas_sp._AG1028,1321
Pseudomonas_sp._ARP3,1374
Pseudomonas_sp._AS2.8,1350
Pseudomonas_sp_BMS12_BMS12_4099,1249
Pseudomonas_sp_C9_5684,1393
Pseudomonas_sp_CFBP13506_11560,1382
Pseudomonas_sp_CFBP13508_11384,1392
Pseudomonas_sp_CFBP13509_7755,1408
Pseudomonas_sp_CFBP13528_7867,1374
Pseudomonas_sp_DR_5-09_DR_5-09_4101,1397
Pseudomonas_sp_Ep_R1_5114,1373
Pseudomonas_sp_EpSL25_SL25_3772,1371
Pseudomonas_sp._GM102,1390
Pseudomonas_sp._GM16,1406
Pseudomonas_sp._GM17,1420
Pseudomonas_sp._GM18,1380
Pseudomonas_sp._GM21,1376
Pseudomonas_sp._GM24,1396
Pseudomonas_sp._GM25,1403
Pseudomonas_sp._GM30,1383
Pseudomonas_sp._GM33,1386
Pseudomonas_sp._GM41_2012_,1404
Pseudomonas_sp._GM48,1383
Pseudomonas_sp._GM49,1378
Pseudomonas_sp._GM50,1389
Pseudomonas_sp._GM55,1368
Pseudomonas_sp._GM60,1394
Pseudomonas_sp._GM67,1393
Pseudomonas_sp._GM74,1367
Pseudomonas_sp._GM78,1403
Pseudomonas_sp._GM79,1386
Pseudomonas_sp._GM80,1389
Pseudomonas_sp._GM84,1357
Pseudomonas_sp_GR_6-02_GR_6-02_4104,1397
Pseudomonas_sp._GV012,1345
Pseudomonas_sp._GV021,1347
Pseudomonas_sp._GV034,1342
Pseudomonas_sp._GV041,1380
Pseudomonas_sp._GV047,1409
Pseudomonas_sp._GV054,1343
Pseudomonas_sp._GV058,1407
Pseudomonas_sp._GV062,1407
Pseudomonas_sp._GV071,1343
Pseudomonas_sp._GV077,1407
Pseudomonas_sp._GV082,1407
Pseudomonas_sp._GV085,1371
Pseudomonas_sp._GV086,1407
Pseudomonas_sp._GV087,1409
Pseudomonas_sp._GV088,1381
Pseudomonas_sp._GV091,1399
Pseudomonas_sp._GV101,1406
Pseudomonas_sp._GV105,1409
Pseudomonas_sp_GZJR-8_6365,1377
Pseudomonas_sp_ICMP22404_9443,1375
Pseudomonas_sp._JAI115,1389
Pseudomonas_sp._JAI120,1396
Pseudomonas_sp_LBUM920_11438,1393
Pseudomonas_sp._Leaf127,1385
Pseudomonas_sp._Leaf129,1302
Pseudomonas_sp._Leaf15,1410
Pseudomonas_sp._Leaf434,1380
Pseudomonas_sp._Leaf48,1382
Pseudomonas_sp._Leaf58,1365
Pseudomonas_sp._Leaf83,1360
Pseudomonas_sp_Leaf98_7027,1410
Pseudomonas_sp._LP_4_YM,1300
Pseudomonas_sp._LP_6_YM,1303
Pseudomonas_sp._LP_7_YM,1335
Pseudomonas_sp._LP_8_YM,1302
Pseudomonas_sp._MIACH,1405
Pseudomonas_sp._MOIL14HWK12:I1,1359
Pseudomonas_sp._MOIL14HWK12:I2,1363
Pseudomonas_sp._NFACC02,1393
Pseudomonas_sp._NFACC04-2,1379
Pseudomonas_sp._NFACC05-1,1407
Pseudomonas_sp._NFACC06-1,1379
Pseudomonas_sp._NFACC07-1,1403
Pseudomonas_sp._NFACC08-1,1411
Pseudomonas_sp._NFACC09-4,1373
Pseudomonas_sp._NFACC10-1,1359
Pseudomonas_sp._NFACC11-2,1369
Pseudomonas_sp._NFACC13-1,1396
Pseudomonas_sp._NFACC14,1378
Pseudomonas_sp._NFACC15-1,1381
Pseudomonas_sp._NFACC16-2,1395
Pseudomonas_sp._NFACC17-2,1398
Pseudomonas_sp._NFACC19-2,1356
Pseudomonas_sp._NFACC23-1,1399
Pseudomonas_sp._NFACC24-1,1376
Pseudomonas_sp._NFACC25,1398
Pseudomonas_sp._NFACC32-1,1375
Pseudomonas_sp._NFACC36,1364
Pseudomonas_sp._NFACC37-1,1386
Pseudomonas_sp._NFACC39-1,1393
Pseudomonas_sp._NFACC41-3,1400
Pseudomonas_sp._NFACC42-2,1399
Pseudomonas_sp._NFACC43,1370
Pseudomonas_sp._NFACC44-2,1407
Pseudomonas_sp._NFACC45,1388
Pseudomonas_sp._NFACC46-3,1407
Pseudomonas_sp._NFACC47-1,1372
Pseudomonas_sp._NFACC48-1,1409
Pseudomonas_sp._NFACC49-2,1374
Pseudomonas_sp._NFACC50-1,1407
Pseudomonas_sp._NFACC51,1408
Pseudomonas_sp._NFACC52,1378
Pseudomonas_sp._NFACC54,1407
Pseudomonas_sp._NFACC56-3,1376
Pseudomonas_sp._NFIX10,1378
Pseudomonas_sp._NFIX28,1425
Pseudomonas_sp._NFIX46,1395
Pseudomonas_sp._NFIX49,1397
Pseudomonas_sp._NFIX51,1402
Pseudomonas_sp._NFPP02,1370
Pseudomonas_sp._NFPP04,1394
Pseudomonas_sp._NFPP05,1413
Pseudomonas_sp._NFPP07,1422
Pseudomonas_sp._NFPP08,1412
Pseudomonas_sp._NFPP09,1414
Pseudomonas_sp._NFPP10,1415
Pseudomonas_sp._NFPP11,1393
Pseudomonas_sp._NFPP12,1414
Pseudomonas_sp._NFPP13,1400
Pseudomonas_sp._NFPP14,1401
Pseudomonas_sp._NFPP15,1398
Pseudomonas_sp._NFPP16,1401
Pseudomonas_sp._NFPP17,1400
Pseudomonas_sp._NFPP18,1398
Pseudomonas_sp._NFPP19,1408
Pseudomonas_sp._NFPP22,1410
Pseudomonas_sp._NFPP24,1400
Pseudomonas_sp._NFPP25,1400
Pseudomonas_sp._NFPP28,1404
Pseudomonas_sp._NFPP33,1355
Pseudomonas_sp._NFR02,1390
Pseudomonas_sp._NFR09,1402
Pseudomonas_sp._NFR16,1364
Pseudomonas_sp._NP10-3,1364
Pseudomonas_sp._NP28-5,1365
Pseudomonas_sp._OV081,1382
Pseudomonas_sp._OV144,1332
Pseudomonas_sp._OV184,1376
Pseudomonas_sp._OV221,1397
Pseudomonas_sp._OV226,1393
Pseudomonas_sp._OV286,1417
Pseudomonas_sp._OV341,1408
Pseudomonas_sp._OV397,1371
Pseudomonas_sp._OV467,1331
Pseudomonas_sp._OV508,1386
Pseudomonas_sp._OV529,1395
Pseudomonas_sp._OV577,1377
Pseudomonas_sp._OV657,1410
Pseudomonas_sp_p21_p21_4109,1345
Pseudomonas_sp_P23A_7347,1334
Pseudomonas_sp_P2A_9383,1335
Pseudomonas_sp_P482_2465,1356
Pseudomonas_sp_P6B_11546,1338
Pseudomonas_sp._P97.38,1385
Pseudomonas_sp_P9A_9390,1336
Pseudomonas_sp_PA1_4988,1330
Pseudomonas_sp_PA15_5050,1341
Pseudomonas_sp_PA27_5221,1345
Pseudomonas_sp_PE-S1G-1_7028,1446
Pseudomonas_sp_PI11_5880,1338
Pseudomonas_sp_PIC25_7207,1384
Pseudomonas_sp_PICF141_6998,1369
Pseudomonas_sp._PTA1,1399
Pseudomonas_sp._Q12-87,1388
Pseudomonas_sp_QS1027_7283,1420
Pseudomonas_sp_R11-23-07_7390,1381
Pseudomonas_sp_R1-43-08_11559,1383
Pseudomonas_sp_R2-37-08W_11538,1374
Pseudomonas_sp_R2-60-08W_9431,1377
Pseudomonas_sp_R2-7-07_9503,1382
Pseudomonas_sp_R3-18-08_7774,1380
Pseudomonas_sp_R3-52-08_11540,1376
Pseudomonas_sp_R4-34-07_7716,1380
Pseudomonas_sp_R4-35-07_11541,1376
Pseudomonas_sp_R4-39-08_7779,1386
Pseudomonas_sp_R5-89-07_11556,1369
Pseudomonas_sp._R81,1380
Pseudomonas_sp._RIT288,1393
Pseudomonas_sp._RIT357,1380
Pseudomonas_sp_RIT_409_6504,1362
Pseudomonas_sp_RIT_411_6109,1359
Pseudomonas_sp_RIT_412_6686,1362
Pseudomonas_sp_RIT-PI-o_RIT-PI-o_4110,1393
Pseudomonas_sp_RIT-PI-r_RIT-PI-r_4111,1408
Pseudomonas_sp._Root329,1411
Pseudomonas_sp._Root401,1395
Pseudomonas_sp._Root562,1384
Pseudomonas_sp._Root569,1396
Pseudomonas_sp._Root68,1386
Pseudomonas_sp._Root71,1386
Pseudomonas_sp._Root9,1382
Pseudomonas_sp_s211_2017_6831,1372
Pseudomonas_sp._s211_2017_,1374
Pseudomonas_sp_S3E12_S3E12_4113,1401
Pseudomonas_sp._SJZ073,1394
Pseudomonas_sp._SJZ074,1359
Pseudomonas_sp._SJZ075,1356
Pseudomonas_sp._SJZ077,1426
Pseudomonas_sp._SJZ078,1358
Pseudomonas_sp._SJZ079,1288
Pseudomonas_sp._SJZ080,1413
Pseudomonas_sp._SJZ083,1425
Pseudomonas_sp._SJZ085,1359
Pseudomonas_sp._SJZ094,1397
Pseudomonas_sp._SJZ101,1357
Pseudomonas_sp._SJZ103,1402
Pseudomonas_sp._SJZ124,1357
Pseudomonas_sp._SJZ131,1356
Pseudomonas_sp._SLBN-26,1380
Pseudomonas_sp._SLBN-2,1258
Pseudomonas_sp._Snoq117.2,1364
Pseudomonas_sp_TC-11_7016,1184
Pseudomonas_sp_WCS358_2469,1349
Pseudomonas_sp_WCS365_6596,1393
Pseudomonas_sp._WCS374,1388
Pseudomonas_sp_XWY-1_6134,1382
Pseudomonas_sp._YS-1p,1469
Pseudomonas_stutzeri_CM_6034,1323
Pseudomonas_stutzeri_KMS_55_7247,1320
Pseudomonas_synxantha_2-79_11594,1411
Pseudomonas_synxantha_30B_11593,1416
Pseudomonas_synxantha_A342_5460,1388
Pseudomonas_synxantha_BG33R,1377
Pseudomonas_synxantha_DSM_13080,1426
Pseudomonas_synxantha_R2-4-08W_11595,1403
Pseudomonas_synxantha_R2-54-08W_11597,1397
Pseudomonas_synxantha_R6-28-08_11596,1398
Pseudomonas_syringae_02-B4_11502,1362
Pseudomonas_syringae_03-19A_reassembled,1359
Pseudomonas_syringae_03-A13_6166,1367
Pseudomonas_syringae_13-139B_reassembled,1361
Pseudomonas_syringae_13-140A_reassembled,1354
Pseudomonas_syringae_13-429_reassembled,1361
Pseudomonas_syringae_13-509A_reassembled,1352
Pseudomonas_syringae_13-630A_11510,1339
Pseudomonas_syringae_13-C2_reasembled,1358
Pseudomonas_syringae_14-32_reassembled,1347
Pseudomonas_syringae_14-410_reassembled,1347
Pseudomonas_syringae_1456A_6997,1365
Pseudomonas_syringae_14-Gil_reassembled,1345
Pseudomonas_syringae_1845_4123,1345
Pseudomonas_syringae_200-1_reassembled,1357
Pseudomonas_syringae_202_6455,1369
Pseudomonas_syringae_203_6899,1363
Pseudomonas_syringae_2507_4122,1352
Pseudomonas_syringae_260-02_11495,1372
Pseudomonas_syringae_2675C_6916,1363
Pseudomonas_syringae_2676C_6925,1366
Pseudomonas_syringae_2682C_6321,1372
Pseudomonas_syringae_3023_7233,1349
Pseudomonas_syringae_5264_5873,1354
Pseudomonas_syringae_5271_7073,1385
Pseudomonas_syringae_5275_6122,1363
Pseudomonas_syringae_711,1354
Pseudomonas_syringae_7928A_6990,1372
Pseudomonas_syringae_7928C_7343,1367
Pseudomonas_syringae_7969_7137,1376
Pseudomonas_syringae_8094A_7273,1368
Pseudomonas_syringae_9643_6237,1368
Pseudomonas_syringae_B13-200_7111,1373
Pseudomonas_syringae_B728a_7093,1372
Pseudomonas_syringae_BRIP34876,1354
Pseudomonas_syringae_BRIP34881,1356
Pseudomonas_syringae_BRIP39023,1360
Pseudomonas_syringae_BS2121_reassembled,1360
Pseudomonas_syringae_C10_6340,1358
Pseudomonas_syringae_C11_6913,1365
Pseudomonas_syringae_C12_6495,1362
Pseudomonas_syringae_C13_5780,1359
Pseudomonas_syringae_C14_7056,1358
Pseudomonas_syringae_C15_5947,1371
Pseudomonas_syringae_C16_6303,1365
Pseudomonas_syringae_C17_6865,1366
Pseudomonas_syringae_C18_5973,1364
Pseudomonas_syringae_C24_7328,1362
Pseudomonas_syringae_C26_7192,1362
Pseudomonas_syringae_C27_6725,1362
Pseudomonas_syringae_C28_5926,1362
Pseudomonas_syringae_C29_5939,1363
Pseudomonas_syringae_C30_7146,1362
Pseudomonas_syringae_C31_7055,1361
Pseudomonas_syringae_C3_6245,1358
Pseudomonas_syringae_C48_6709,1363
Pseudomonas_syringae_C54_6796,1359
Pseudomonas_syringae_C62_7333,1360
Pseudomonas_syringae_C66_6002,1359
Pseudomonas_syringae_C67_6405,1352
Pseudomonas_syringae_C68_6353,1362
Pseudomonas_syringae_C69_6006,1361
Pseudomonas_syringae_C70_6751,1360
Pseudomonas_syringae_C73_6823,1362
Pseudomonas_syringae_C74_6262,1360
Pseudomonas_syringae_C75_6629,1358
Pseudomonas_syringae_CC1466,1333
Pseudomonas_syringae_CC1629,1332
Pseudomonas_syringae_CC1630,1352
Pseudomonas_syringae_CC440,1335
Pseudomonas_syringae_CC457,1347
Pseudomonas_syringae_CC94,1361
Pseudomonas_syringae_Cl-PS-12_6151,1356
Pseudomonas_syringae_Cl-PS-15_6812,1360
Pseudomonas_syringae_CRAFRU_1229_5710,1365
Pseudomonas_syringae_CRAFRU_1408_5396,1364
Pseudomonas_syringae_DSM_10604,1349
